  0.375000,  0.250000, -0.000000,  0.216506
 -0.250000,  0.000000, -0.000000,  0.433013
 -0.125000, -0.125000, -0.000000,  0.433013
 -0.000000, -0.500000,  0.125000,  0.216506
  0.125000, -0.125000,  0.000000,  0.433013
 -0.000000, -0.000000,  0.625000,  0.216506
 -0.375000,  0.000000, -0.250000,  0.216506
 -0.375000, -0.000000, -0.250000,  0.216506
 -0.250000,  0.000000, -0.375000,  0.216506
  0.000000, -0.000000, -0.625000,  0.216506
 -0.000000, -0.125000,  0.125000,  0.433013
 -0.125000, -0.000000, -0.500000,  0.216506
 -0.000000,  0.125000, -0.500000,  0.216506
  0.000000,  0.875000,  0.000000,  0.125000
  0.000000,  0.000000, -0.750000,  0.176777
  0.125000, -0.000000,  0.125000,  0.433013
  0.000000,  0.250000, -0.500000,  0.176777
  0.250000, -0.375000,  0.000000,  0.216506
 -0.625000,  0.000000, -0.000000,  0.216506
  0.000000, -0.875000,  0.000000,  0.125000
  0.000000, -0.125000,  0.625000,  0.176777
  0.000000,  0.375000, -0.375000,  0.176777
  0.500000,  0.250000,  0.000000,  0.176777
 -0.250000,  0.000000,  0.375000,  0.216506
 -0.000000, -0.250000,  0.000000,  0.433013
 -0.125000,  0.625000,  0.000000,  0.176777
  0.000000, -0.375000,  0.250000,  0.216506
 -0.000000, -0.375000,  0.250000,  0.216506
 -0.125000,  0.000000, -0.125000,  0.433013
 -0.000000,  0.250000,  0.000000,  0.433013
  0.250000, -0.000000, -0.000000,  0.433013
  0.625000, -0.000000,  0.000000,  0.216506
  0.000000, -0.000000, -0.250000,  0.433013
  0.125000, -0.000000, -0.500000,  0.216506
  0.375000,  0.000000,  0.375000,  0.176777
 -0.375000, -0.375000,  0.000000,  0.176777
  0.250000,  0.000000, -0.000000,  0.433013
 -0.500000, -0.250000,  0.000000,  0.176777
  0.250000,  0.000000,  0.375000,  0.216506
  0.375000,  0.375000,  0.000000,  0.176777
 -0.375000, -0.250000, -0.000000,  0.216506
  0.125000, -0.000000, -0.125000,  0.433013
  0.250000,  0.375000,  0.000000,  0.216506
  0.000000,  0.500000, -0.250000,  0.176777
  0.375000, -0.250000,  0.000000,  0.216506
 -0.625000,  0.000000,  0.125000,  0.176777
 -0.250000, -0.000000,  0.000000,  0.433013
 -0.125000, -0.000000,  0.500000,  0.216506
 -0.000000,  0.125000,  0.500000,  0.216506
  0.375000,  0.000000,  0.250000,  0.216506
  0.000000,  0.500000,  0.250000,  0.176777
  0.625000,  0.000000, -0.125000,  0.176777
 -0.375000, -0.000000,  0.250000,  0.216506
 -0.750000,  0.000000, -0.000000,  0.176777
  0.000000,  0.375000,  0.250000,  0.216506
  0.000000,  0.750000,  0.000000,  0.176777
  0.625000,  0.000000,  0.000000,  0.216506
  0.000000, -0.000000,  0.750000,  0.176777
 -0.875000,  0.000000,  0.000000,  0.125000
  0.625000, -0.125000,  0.000000,  0.176777
  0.000000, -0.000000, -0.750000,  0.176777
  0.000000, -0.125000,  0.500000,  0.216506
  0.000000,  0.250000,  0.500000,  0.176777
 -0.125000,  0.000000,  0.625000,  0.176777
  0.250000, -0.375000, -0.000000,  0.216506
 -0.125000,  0.000000,  0.125000,  0.433013
 -0.500000,  0.125000,  0.000000,  0.216506
 -0.375000,  0.375000,  0.000000,  0.176777
  0.000000,  0.125000,  0.625000,  0.176777
  0.875000,  0.000000,  0.000000,  0.125000
  0.000000, -0.125000,  0.125000,  0.433013
 -0.500000,  0.000000,  0.125000,  0.216506
 -0.500000, -0.125000,  0.000000,  0.216506
  0.250000, -0.000000, -0.375000,  0.216506
 -0.500000,  0.125000, -0.000000,  0.216506
 -0.500000, -0.000000,  0.125000,  0.216506
 -0.625000,  0.000000, -0.125000,  0.176777
